state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
California,M,High School or Below,4772.0,20993.0,133.0,0.0,Personal Auto,SUV,638.4
Oregon,M,College,9101.0,48029.0,116.0,0.0,Personal Auto,SUV,556.8
Arizona,M,Bachelor,7609.0,16233.0,197.0,0.0,Personal Auto,Luxury Car,1418.4
Arizona,M,College,2668.0,30718.0,67.0,1.0,Personal Auto,Two-Door Car,321.6
Oregon,M,High School or Below,5141.0,60277.0,65.0,0.0,Personal Auto,Four-Door Car,146.390518
California,M,Bachelor,7451.0,0.0,107.0,0.0,Personal Auto,SUV,770.4
Arizona,M,Bachelor,2620.0,31911.0,68.0,0.0,Personal Auto,Four-Door Car,245.893663
Nevada,F,Bachelor,4909.0,61402.0,62.0,0.0,Personal Auto,Two-Door Car,252.157829
California,F,College,8023.0,34335.0,101.0,0.0,Corporate Auto,Two-Door Car,484.8
Nevada,M,College,20446.0,71467.0,86.0,0.0,Personal Auto,Two-Door Car,324.879569
Washington,M,College,4966.0,0.0,74.0,0.0,Personal Auto,Four-Door Car,532.8
Washington,M,High School or Below,3549.0,36168.0,90.0,0.0,Personal Auto,Four-Door Car,432.0
Oregon,F,College,5350.0,58357.0,137.0,2.0,Personal Auto,Sports Car,708.220713
California,M,College,8065.0,29692.0,77.0,0.0,Personal Auto,Four-Door Car,449.352139
Oregon,M,High School or Below,7892.0,29215.0,67.0,0.0,Personal Auto,Four-Door Car,327.656191
Oregon,F,High School or Below,4540.0,0.0,61.0,0.0,Personal Auto,Two-Door Car,486.121464
Washington,M,High School or Below,2852.0,26841.0,74.0,1.0,Personal Auto,Four-Door Car,418.534381
Arizona,F,Bachelor,10720.0,34837.0,139.0,1.0,Personal Auto,SUV,667.2
Arizona,F,Bachelor,4795.0,33068.0,61.0,1.0,Personal Auto,Four-Door Car,213.038013
Washington,F,College,5182.0,44820.0,133.0,3.0,Personal Auto,Sports Car,336.13217
Nevada,F,Bachelor,22620.0,49564.0,193.0,0.0,Corporate Auto,Sports Car,286.370988
Arizona,M,College,2320.0,19581.0,61.0,0.0,Personal Auto,Four-Door Car,377.24342
Oregon,M,High School or Below,7714.0,0.0,74.0,0.0,Corporate Auto,Two-Door Car,532.8
Oregon,M,Bachelor,7880.0,23129.0,70.0,0.0,Personal Auto,Four-Door Car,491.65337
Washington,M,Bachelor,9029.0,0.0,138.0,0.0,Personal Auto,SUV,1376.958592
Arizona,F,High School or Below,6965.0,25411.0,86.0,0.0,Personal Auto,Four-Door Car,242.807725
Arizona,F,High School or Below,15114.0,28513.0,100.0,1.0,Personal Auto,SUV,480.0
Oregon,M,High School or Below,22523.0,69346.0,63.0,1.0,Special Auto,Two-Door Car,246.284609
Oregon,F,High School or Below,10760.0,74835.0,133.0,0.0,Corporate Auto,SUV,107.645982
Oregon,F,Master,5808.0,43282.0,72.0,0.0,Personal Auto,Two-Door Car,166.799814
Nevada,F,Bachelor,30591.0,11276.0,91.0,1.0,Corporate Auto,Four-Door Car,436.8
Nevada,M,College,2220.0,0.0,62.0,2.0,Personal Auto,Four-Door Car,311.506082
Oregon,M,Bachelor,4914.0,10037.0,71.0,0.0,Personal Auto,Four-Door Car,292.181494
Oregon,F,Doctor,2395.0,21986.0,63.0,0.0,Personal Auto,Two-Door Car,333.696228
Arizona,F,Doctor,5522.0,85609.0,136.0,0.0,Personal Auto,SUV,652.8
Oregon,M,College,15808.0,86347.0,130.0,0.0,Personal Auto,Sports Car,593.779554
Oregon,F,College,2827.0,20368.0,72.0,0.0,Corporate Auto,Four-Door Car,345.6
California,F,Master,5421.0,25778.0,68.0,0.0,Corporate Auto,Two-Door Car,20.141289
Nevada,F,High School or Below,2514.0,43860.0,65.0,0.0,Corporate Auto,Four-Door Car,156.124914
Oregon,M,College,5157.0,93303.0,65.0,0.0,Corporate Auto,Four-Door Car,40.757983
Oregon,M,High School or Below,4874.0,67467.0,61.0,0.0,Personal Auto,Two-Door Car,365.879938
Arizona,M,High School or Below,4198.0,30598.0,106.0,0.0,Personal Auto,SUV,508.8
Arizona,F,College,5380.0,55350.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
California,F,High School or Below,13466.0,11432.0,119.0,0.0,Corporate Auto,SUV,571.2
Oregon,M,College,2424.0,27093.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
Nevada,M,Bachelor,3823.0,0.0,108.0,0.0,Personal Auto,SUV,777.6
Oregon,F,High School or Below,13883.0,0.0,197.0,0.0,Corporate Auto,Luxury Car,1418.4
Oregon,F,College,2438.0,38961.0,62.0,0.0,Corporate Auto,Two-Door Car,297.6
Oregon,F,Doctor,34090.0,51840.0,94.0,0.0,Corporate Auto,Two-Door Car,33.747903
Nevada,M,Bachelor,2840.0,79181.0,72.0,0.0,Personal Auto,Four-Door Car,241.277426
Oregon,M,Bachelor,24127.0,14072.0,71.0,0.0,Special Auto,Four-Door Car,511.2
California,M,College,7596.0,56225.0,97.0,0.0,Personal Auto,Four-Door Car,465.6
Washington,M,High School or Below,15096.0,14909.0,199.0,0.0,Personal Auto,Luxury Car,1238.077611
Nevada,M,High School or Below,6005.0,26876.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
Oregon,M,College,3455.0,68401.0,88.0,0.0,Personal Auto,Four-Door Car,242.254164
Nevada,F,College,5728.0,29730.0,72.0,0.0,Personal Auto,Four-Door Car,463.21435
Oregon,F,High School or Below,5163.0,35577.0,130.0,0.0,Personal Auto,SUV,574.51239
California,M,Master,2602.0,41958.0,66.0,1.0,Corporate Auto,Four-Door Car,206.818326
Oregon,F,Master,32643.0,77915.0,115.0,0.0,Personal Auto,Four-Door Car,552.0
Oregon,F,Bachelor,2789.0,15514.0,74.0,0.0,Corporate Auto,Four-Door Car,355.2
Nevada,F,College,11250.0,29505.0,284.0,0.0,Personal Auto,Luxury Car,1979.444237
California,F,College,16510.0,31356.0,68.0,0.0,Personal Auto,Two-Door Car,326.4
California,F,College,7607.0,31456.0,199.0,0.0,Personal Auto,Luxury SUV,436.695385
Arizona,F,High School or Below,5603.0,95284.0,69.0,0.0,Personal Auto,Four-Door Car,327.647322
Nevada,M,High School or Below,6674.0,0.0,98.0,0.0,Personal Auto,Two-Door Car,931.648937
Washington,F,Bachelor,4049.0,62864.0,104.0,0.0,Personal Auto,Two-Door Car,171.213743
Oregon,M,College,4958.0,22842.0,65.0,0.0,Personal Auto,Four-Door Car,468.0
California,F,Bachelor,7850.0,67186.0,66.0,0.0,Personal Auto,Four-Door Car,184.936711
Arizona,M,High School or Below,6382.0,0.0,87.0,0.0,Personal Auto,Four-Door Car,417.6
Oregon,F,College,5737.0,68946.0,71.0,0.0,Personal Auto,Four-Door Car,309.627788
Oregon,F,Bachelor,7688.0,56680.0,100.0,2.0,Personal Auto,SUV,480.0
Arizona,F,High School or Below,4873.0,18866.0,126.0,0.0,Personal Auto,SUV,604.8
California,F,High School or Below,2824.0,82875.0,70.0,0.0,Personal Auto,Four-Door Car,455.337179
Arizona,F,College,3722.0,0.0,109.0,2.0,Personal Auto,SUV,523.2
California,F,Bachelor,5535.0,84863.0,138.0,0.0,Corporate Auto,SUV,691.697458
California,F,College,4727.0,0.0,127.0,0.0,Personal Auto,SUV,609.6
California,M,Bachelor,2378.0,54753.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
California,F,College,9337.0,76381.0,116.0,0.0,Special Auto,Two-Door Car,556.8
California,M,Bachelor,6189.0,59523.0,78.0,1.0,Personal Auto,Four-Door Car,343.789779
Arizona,F,Bachelor,5638.0,56017.0,71.0,0.0,Corporate Auto,Four-Door Car,51.995897
Arizona,M,Master,5264.0,14306.0,74.0,3.0,Corporate Auto,Four-Door Car,355.061143
Arizona,F,Bachelor,4035.0,21359.0,101.0,0.0,Personal Auto,Sports Car,484.8
Arizona,F,Bachelor,4117.0,86101.0,102.0,0.0,Personal Auto,SUV,344.736945
Washington,M,Bachelor,8382.0,25998.0,71.0,0.0,Personal Auto,Four-Door Car,791.878042
California,F,Master,2435.0,64341.0,61.0,0.0,Personal Auto,Four-Door Car,79.934072
California,F,High School or Below,6599.0,36060.0,165.0,0.0,Special Auto,Sports Car,774.558233
Oregon,M,High School or Below,5353.0,61894.0,67.0,0.0,Personal Auto,Four-Door Car,266.996814
Oregon,M,High School or Below,6747.0,26721.0,65.0,3.0,Personal Auto,Four-Door Car,312.0
Nevada,F,Bachelor,7412.0,59940.0,94.0,0.0,Personal Auto,Four-Door Car,303.098944
Washington,M,Master,5512.0,45971.0,138.0,0.0,Special Auto,SUV,139.826393
Oregon,M,Bachelor,4015.0,80055.0,100.0,0.0,Corporate Auto,SUV,121.945071
Arizona,M,College,7772.0,58345.0,98.0,0.0,Personal Auto,Four-Door Car,346.971517
Oregon,F,College,4638.0,0.0,71.0,3.0,Personal Auto,Two-Door Car,143.276484
Oregon,M,Bachelor,10507.0,76549.0,132.0,0.0,Personal Auto,SUV,616.349424
Arizona,F,Master,17556.0,36212.0,73.0,0.0,Personal Auto,Two-Door Car,119.033795
California,F,Bachelor,9103.0,0.0,131.0,0.0,Personal Auto,Sports Car,628.8
California,M,High School or Below,13110.0,73597.0,114.0,5.0,Personal Auto,SUV,485.183645
California,F,High School or Below,8006.0,63762.0,99.0,0.0,Personal Auto,Four-Door Car,108.161276
California,M,Bachelor,6807.0,32787.0,86.0,0.0,Personal Auto,Two-Door Car,568.58486
California,F,Bachelor,2627.0,94962.0,67.0,4.0,Personal Auto,Two-Door Car,321.6
Oregon,F,High School or Below,9095.0,0.0,256.0,0.0,Personal Auto,Luxury Car,1943.772393
California,F,College,5015.0,73809.0,125.0,0.0,Special Auto,SUV,537.315879
Oregon,F,Bachelor,4726.0,13037.0,124.0,0.0,Personal Auto,SUV,839.348464
California,M,High School or Below,3059.0,0.0,88.0,0.0,Personal Auto,Four-Door Car,989.200247
Oregon,F,College,4122.0,75272.0,103.0,0.0,Personal Auto,SUV,71.647924
Arizona,F,Master,2620.0,39278.0,66.0,0.0,Personal Auto,Four-Door Car,65.590217
Oregon,M,Bachelor,4938.0,36913.0,62.0,0.0,Personal Auto,Four-Door Car,90.569696
California,M,Bachelor,4691.0,0.0,74.0,1.0,Personal Auto,Four-Door Car,407.218947
California,M,College,6005.0,13528.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
California,M,Bachelor,4941.0,0.0,137.0,0.0,Personal Auto,SUV,986.4
Washington,F,Bachelor,2254.0,0.0,65.0,1.0,Personal Auto,Four-Door Car,768.797656
Arizona,F,High School or Below,2554.0,0.0,72.0,0.0,Corporate Auto,Four-Door Car,405.804184
Arizona,M,Doctor,8123.0,12617.0,108.0,0.0,Personal Auto,SUV,648.925597
Oregon,F,High School or Below,19079.0,42754.0,65.0,4.0,Personal Auto,Two-Door Car,279.715067
Oregon,M,College,10461.0,0.0,155.0,0.0,Corporate Auto,Sports Car,1116.0
California,F,High School or Below,4669.0,76157.0,116.0,0.0,Personal Auto,Two-Door Car,556.8
Oregon,F,Bachelor,4903.0,0.0,66.0,0.0,Personal Auto,Four-Door Car,469.6093
Oregon,M,High School or Below,83325.0,58958.0,231.0,0.0,Personal Auto,Luxury Car,1108.8
Oregon,F,Bachelor,8009.0,0.0,107.0,0.0,Personal Auto,SUV,740.963933
Oregon,F,Bachelor,23895.0,0.0,98.0,0.0,Personal Auto,Four-Door Car,705.6
Oregon,F,High School or Below,7732.0,34430.0,65.0,0.0,Personal Auto,Two-Door Car,184.958966
Oregon,M,High School or Below,9416.0,13411.0,127.0,0.0,Personal Auto,SUV,609.6
California,M,Bachelor,5923.0,73758.0,74.0,0.0,Personal Auto,Four-Door Car,301.562622
California,F,High School or Below,3833.0,0.0,116.0,2.0,Personal Auto,Sports Car,1397.954723
Oregon,M,Bachelor,28432.0,17130.0,198.0,0.0,Special Auto,Luxury SUV,950.4
Washington,F,College,5553.0,0.0,92.0,3.0,Personal Auto,Four-Door Car,662.4
Oregon,F,High School or Below,10036.0,0.0,134.0,1.0,Personal Auto,SUV,1353.28906
Arizona,M,Bachelor,6575.0,10517.0,92.0,0.0,Personal Auto,Four-Door Car,441.540848
California,M,College,4362.0,58842.0,110.0,0.0,Personal Auto,Four-Door Car,528.0
California,M,College,7873.0,22355.0,71.0,3.0,Personal Auto,Four-Door Car,340.8
Washington,F,High School or Below,13021.0,0.0,223.0,5.0,Personal Auto,Luxury Car,1605.6
Arizona,F,Bachelor,4492.0,21137.0,61.0,1.0,Personal Auto,Four-Door Car,292.8
Oregon,F,Bachelor,6650.0,0.0,99.0,2.0,Personal Auto,Four-Door Car,712.8
California,M,High School or Below,11093.0,78255.0,95.0,0.0,Personal Auto,Four-Door Car,456.0
Arizona,F,Bachelor,5107.0,35625.0,65.0,1.0,Special Auto,Four-Door Car,288.572108
California,F,College,7334.0,87957.0,61.0,0.0,Personal Auto,Four-Door Car,308.321335
Oregon,F,College,4996.0,25915.0,64.0,0.0,Corporate Auto,Two-Door Car,317.979988
California,M,College,8658.0,62464.0,109.0,0.0,Corporate Auto,Sports Car,400.181882
California,M,High School or Below,9657.0,0.0,131.0,0.0,Corporate Auto,SUV,628.8
California,M,High School or Below,6176.0,49529.0,78.0,0.0,Personal Auto,Two-Door Car,234.723464
California,F,Bachelor,2867.0,23376.0,78.0,0.0,Personal Auto,Four-Door Car,374.4
California,M,College,2821.0,0.0,81.0,0.0,Personal Auto,Four-Door Car,583.2
Arizona,M,College,2843.0,67952.0,71.0,0.0,Personal Auto,Two-Door Car,167.405624
California,M,College,11790.0,25251.0,66.0,0.0,Corporate Auto,Four-Door Car,316.8
Arizona,F,High School or Below,7785.0,20497.0,65.0,0.0,Personal Auto,Four-Door Car,425.358596
California,M,High School or Below,12315.0,68420.0,104.0,1.0,Personal Auto,Four-Door Car,499.2
Arizona,F,College,4810.0,24711.0,122.0,0.0,Personal Auto,Sports Car,259.998169
California,F,College,27279.0,76530.0,119.0,4.0,Personal Auto,SUV,254.149197
California,M,High School or Below,3980.0,98333.0,99.0,1.0,Personal Auto,Four-Door Car,459.048775
California,F,Bachelor,14635.0,0.0,139.0,0.0,Personal Auto,SUV,667.2
Oregon,F,College,3761.0,0.0,106.0,1.0,Personal Auto,Four-Door Car,1116.943654
Nevada,M,High School or Below,5619.0,0.0,153.0,0.0,Personal Auto,SUV,1027.000029
Arizona,M,Bachelor,5304.0,0.0,74.0,0.0,Personal Auto,Four-Door Car,532.8
Oregon,M,Bachelor,3207.0,24695.0,82.0,0.0,Personal Auto,Four-Door Car,393.6
California,M,Bachelor,8697.0,26287.0,111.0,0.0,Personal Auto,Two-Door Car,279.378884
California,M,College,8717.0,83846.0,74.0,3.0,Personal Auto,Four-Door Car,355.2
Washington,F,High School or Below,8029.0,76081.0,68.0,0.0,Personal Auto,Four-Door Car,384.210821
Oregon,M,College,4763.0,14957.0,66.0,0.0,Corporate Auto,Four-Door Car,316.8
Washington,M,High School or Below,23055.0,41727.0,117.0,1.0,Personal Auto,Four-Door Car,82.25632
Nevada,F,College,5383.0,89092.0,68.0,2.0,Personal Auto,Two-Door Car,91.8198
Washington,F,College,8409.0,53986.0,70.0,1.0,Corporate Auto,Four-Door Car,127.886591
Oregon,F,Bachelor,4257.0,49853.0,109.0,0.0,Personal Auto,Four-Door Car,679.534284
Oregon,M,High School or Below,14708.0,36670.0,189.0,0.0,Corporate Auto,Luxury Car,907.2
Nevada,M,Bachelor,2593.0,43626.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
Washington,F,High School or Below,2466.0,0.0,70.0,0.0,Special Auto,Four-Door Car,504.0
California,F,College,7933.0,76505.0,65.0,0.0,Personal Auto,Four-Door Car,144.051716
California,F,College,36860.0,66216.0,103.0,0.0,Personal Auto,Sports Car,96.723812
Oregon,F,College,7412.0,52497.0,63.0,0.0,Corporate Auto,Two-Door Car,302.4
Arizona,F,High School or Below,34611.0,20090.0,109.0,0.0,Personal Auto,Sports Car,523.2
Oregon,F,High School or Below,18726.0,0.0,185.0,2.0,Personal Auto,SUV,1543.932434
California,F,Bachelor,7249.0,37751.0,93.0,0.0,Corporate Auto,Four-Door Car,56.692777
Oregon,F,College,8193.0,54840.0,72.0,3.0,Corporate Auto,Four-Door Car,468.728516
Oregon,F,College,8692.0,31986.0,111.0,0.0,Personal Auto,Four-Door Car,532.8
Nevada,M,College,9799.0,22166.0,126.0,0.0,Personal Auto,SUV,604.8
California,M,Bachelor,14084.0,0.0,208.0,0.0,Corporate Auto,Luxury Car,2270.508697
California,M,High School or Below,13104.0,0.0,130.0,0.0,Personal Auto,Sports Car,1430.548077
Oregon,F,Master,2628.0,83838.0,65.0,0.0,Personal Auto,Two-Door Car,281.405931
Oregon,F,Master,5245.0,46061.0,65.0,0.0,Personal Auto,Two-Door Car,21.612658
Oregon,M,College,8092.0,50825.0,102.0,0.0,Personal Auto,SUV,369.614729
Arizona,F,College,2719.0,14030.0,72.0,0.0,Corporate Auto,Two-Door Car,345.6
Washington,F,High School or Below,5445.0,20282.0,79.0,3.0,Personal Auto,Two-Door Car,507.549315
California,M,Bachelor,4514.0,50146.0,116.0,1.0,Personal Auto,SUV,759.291202
Washington,M,High School or Below,22029.0,0.0,121.0,0.0,Personal Auto,SUV,580.8
California,F,Bachelor,5408.0,20472.0,139.0,0.0,Corporate Auto,SUV,667.2
Oregon,F,Master,3768.0,85751.0,93.0,0.0,Corporate Auto,Four-Door Car,391.210704
California,F,High School or Below,27934.0,76912.0,116.0,2.0,Corporate Auto,Sports Car,169.226996
Arizona,M,Master,3887.0,96335.0,97.0,0.0,Personal Auto,Four-Door Car,161.388136
Washington,F,Bachelor,7475.0,29633.0,196.0,0.0,Corporate Auto,Luxury Car,534.653787
California,M,Master,22758.0,80540.0,63.0,0.0,Personal Auto,Four-Door Car,65.845112
Nevada,F,High School or Below,5124.0,14465.0,135.0,1.0,Corporate Auto,Sports Car,944.506601
Washington,F,Bachelor,4900.0,0.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
Oregon,F,Master,5278.0,29899.0,66.0,0.0,Personal Auto,Four-Door Car,419.302975
Washington,M,College,4821.0,0.0,136.0,0.0,Personal Auto,SUV,652.8
Nevada,M,Bachelor,8044.0,71391.0,67.0,0.0,Personal Auto,Four-Door Car,284.000172
Arizona,M,High School or Below,12157.0,57449.0,103.0,0.0,Personal Auto,Four-Door Car,494.4
California,M,High School or Below,18591.0,14209.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
Oregon,M,High School or Below,4873.0,47824.0,129.0,3.0,Personal Auto,SUV,546.046853
Arizona,F,Doctor,5338.0,48696.0,66.0,0.0,Corporate Auto,Four-Door Car,48.762193
Washington,F,Bachelor,2878.0,79189.0,71.0,0.0,Personal Auto,Two-Door Car,56.092247
California,F,High School or Below,8473.0,0.0,116.0,2.0,Special Auto,Sports Car,1148.461246
Arizona,F,Bachelor,3440.0,23870.0,91.0,0.0,Personal Auto,Two-Door Car,500.577875
California,M,College,17497.0,0.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
California,F,Bachelor,2544.0,41059.0,64.0,0.0,Corporate Auto,Four-Door Car,151.670029
Oregon,M,High School or Below,3336.0,19447.0,89.0,0.0,Corporate Auto,Four-Door Car,640.8
Washington,M,Bachelor,5206.0,94392.0,65.0,1.0,Personal Auto,Four-Door Car,156.18031
Nevada,M,College,43290.0,23203.0,132.0,0.0,Personal Auto,SUV,1158.79311
Washington,M,College,4817.0,38157.0,61.0,0.0,Personal Auto,Two-Door Car,81.53233
Oregon,M,College,13727.0,0.0,126.0,0.0,Personal Auto,SUV,604.8
Oregon,M,High School or Below,4996.0,99761.0,63.0,0.0,Corporate Auto,Two-Door Car,452.246664
Oregon,F,College,7960.0,98350.0,101.0,3.0,Corporate Auto,SUV,289.181979
Oregon,F,High School or Below,7367.0,25318.0,63.0,2.0,Personal Auto,Four-Door Car,302.4
Arizona,F,Bachelor,5632.0,51721.0,139.0,0.0,Personal Auto,SUV,625.282599
Nevada,F,Bachelor,3884.0,0.0,114.0,0.0,Personal Auto,Sports Car,851.031598
California,M,Bachelor,4518.0,0.0,78.0,3.0,Personal Auto,Four-Door Car,374.4
California,M,College,2565.0,68321.0,66.0,0.0,Personal Auto,Four-Door Car,198.263056
Arizona,M,Bachelor,15487.0,69161.0,129.0,0.0,Personal Auto,Sports Car,441.138769
Oregon,F,Bachelor,6395.0,72667.0,80.0,0.0,Personal Auto,Four-Door Car,383.228397
Oregon,M,High School or Below,8639.0,62082.0,72.0,0.0,Corporate Auto,Four-Door Car,91.036967
Arizona,F,High School or Below,9806.0,0.0,87.0,0.0,Personal Auto,Four-Door Car,626.4
California,F,Bachelor,12472.0,36551.0,107.0,0.0,Personal Auto,Four-Door Car,53.837271
Oregon,M,Bachelor,5794.0,70524.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
California,F,High School or Below,2619.0,60477.0,65.0,0.0,Corporate Auto,Four-Door Car,139.841411
Washington,F,High School or Below,3731.0,0.0,96.0,0.0,Personal Auto,Four-Door Car,460.8
Oregon,M,High School or Below,5421.0,40376.0,69.0,0.0,Personal Auto,Four-Door Car,427.874055
Oregon,F,College,6521.0,72608.0,82.0,3.0,Personal Auto,Four-Door Car,393.6
Nevada,F,High School or Below,41787.0,46587.0,119.0,2.0,Personal Auto,Four-Door Car,571.2
Arizona,M,High School or Below,9613.0,34398.0,61.0,1.0,Personal Auto,Two-Door Car,292.8
California,F,Bachelor,4766.0,70432.0,61.0,3.0,Personal Auto,Four-Door Car,6.422285
Oregon,F,Doctor,23984.0,79655.0,296.0,0.0,Personal Auto,Luxury Car,498.159874
Arizona,F,College,7292.0,0.0,98.0,0.0,Personal Auto,Two-Door Car,470.4
California,F,Bachelor,21255.0,73457.0,133.0,1.0,Personal Auto,SUV,198.115298
California,M,College,5357.0,0.0,82.0,0.0,Personal Auto,Four-Door Car,393.6
California,F,Bachelor,5192.0,23059.0,66.0,0.0,Personal Auto,Two-Door Car,372.430947
Washington,F,Bachelor,7116.0,0.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
California,F,Bachelor,11009.0,51643.0,283.0,0.0,Personal Auto,Luxury Car,1358.4
Nevada,M,High School or Below,4328.0,72531.0,109.0,1.0,Personal Auto,Sports Car,523.2
California,M,College,9419.0,87840.0,118.0,1.0,Personal Auto,SUV,161.590594
Arizona,M,High School or Below,2592.0,57563.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
Arizona,M,Bachelor,2554.0,0.0,72.0,2.0,Personal Auto,Two-Door Car,345.6
Oregon,M,Doctor,3528.0,31278.0,92.0,4.0,Personal Auto,Two-Door Car,441.6
Nevada,F,College,5340.0,0.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
California,M,High School or Below,2449.0,47122.0,62.0,0.0,Personal Auto,Two-Door Car,297.6
Oregon,M,High School or Below,5666.0,0.0,77.0,0.0,Personal Auto,Four-Door Car,534.228036
Oregon,F,High School or Below,5272.0,60260.0,66.0,0.0,Corporate Auto,Four-Door Car,328.366827
Oregon,F,College,8672.0,0.0,125.0,0.0,Personal Auto,SUV,600.0
Arizona,M,High School or Below,7679.0,12677.0,101.0,0.0,Personal Auto,SUV,500.633484
Nevada,M,High School or Below,2999.0,28564.0,76.0,0.0,Corporate Auto,Two-Door Car,364.8
California,F,Bachelor,3834.0,41341.0,99.0,0.0,Personal Auto,Four-Door Car,240.24432
Arizona,M,College,33053.0,44246.0,122.0,3.0,Personal Auto,SUV,585.6
Oregon,M,Master,5175.0,0.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
California,F,High School or Below,7950.0,70610.0,99.0,0.0,Personal Auto,Four-Door Car,240.977382
Arizona,F,High School or Below,9935.0,34831.0,124.0,0.0,Personal Auto,SUV,595.2
California,F,Bachelor,7861.0,30374.0,99.0,0.0,Personal Auto,Four-Door Car,304.537298
California,M,College,8092.0,50825.0,102.0,0.0,Personal Auto,SUV,369.614729
Oregon,F,Master,5539.0,80727.0,68.0,0.0,Personal Auto,Four-Door Car,98.71658
California,F,Bachelor,9628.0,71269.0,80.0,0.0,Personal Auto,Four-Door Car,350.689559
Washington,M,High School or Below,5827.0,45794.0,74.0,0.0,Personal Auto,Four-Door Car,449.63005
California,M,High School or Below,4807.0,99874.0,119.0,0.0,Corporate Auto,Sports Car,307.639408
California,F,Bachelor,2582.0,76731.0,64.0,0.0,Personal Auto,Four-Door Car,201.455005
California,M,Master,4475.0,73019.0,112.0,0.0,Corporate Auto,SUV,537.6
Oregon,M,Master,2399.0,19112.0,62.0,0.0,Personal Auto,Four-Door Car,259.006614
