zone,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
Central,M,High School or Below,10196.0,0.0,100.0,0.0,Corporate Auto,SUV,720.0
Central,F,High School or Below,20552.0,0.0,187.0,1.0,Corporate Auto,Luxury Vehicle,1430.336183
North West,M,Bachelor,3915.0,0.0,109.0,0.0,Personal Auto,SUV,784.8
North West,M,Master,6010.0,49311.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
Central,M,High School or Below,2854.0,71126.0,71.0,0.0,Personal Auto,Four-Door Car,324.739746
West,F,Master,5994.0,74284.0,74.0,0.0,Personal Auto,Four-Door Car,268.130863
North West,F,Bachelor,4477.0,41402.0,119.0,4.0,Personal Auto,Sports Car,571.2
Central,M,High School or Below,5544.0,79619.0,71.0,3.0,Personal Auto,Four-Door Car,280.89705
Central,F,High School or Below,3600.0,25147.0,101.0,0.0,Personal Auto,SUV,694.598288
North West,F,High School or Below,9934.0,56379.0,125.0,1.0,Corporate Auto,SUV,600.0
West,F,Bachelor,6874.0,0.0,96.0,0.0,Personal Auto,Four-Door Car,691.2
Central,M,High School or Below,2374.0,48911.0,61.0,0.0,Personal Auto,Two-Door Car,292.8
East,M,College,9162.0,29723.0,80.0,0.0,Personal Auto,Four-Door Car,20.985105
Central,F,Master,7380.0,21841.0,91.0,0.0,Corporate Auto,Four-Door Car,436.8
North West,M,Bachelor,2655.0,31796.0,68.0,0.0,Personal Auto,Four-Door Car,377.442796
Central,M,Bachelor,7591.0,0.0,105.0,0.0,Corporate Auto,SUV,504.0
Central,F,Bachelor,5015.0,48567.0,130.0,0.0,Personal Auto,SUV,624.0
North West,M,College,4603.0,66161.0,118.0,0.0,Personal Auto,SUV,457.593764
Central,M,Master,2551.0,79751.0,63.0,0.0,Personal Auto,Two-Door Car,392.235698
Central,M,Bachelor,5641.0,39469.0,71.0,0.0,Personal Auto,Two-Door Car,315.560161
Central,F,Master,5463.0,44305.0,67.0,0.0,Personal Auto,Four-Door Car,214.772284
North West,F,Bachelor,4866.0,0.0,68.0,0.0,Personal Auto,Four-Door Car,444.030724
North West,F,Doctor,2779.0,38893.0,69.0,0.0,Personal Auto,Two-Door Car,279.960213
West,F,College,4563.0,39187.0,118.0,1.0,Corporate Auto,SUV,566.4
Central,M,College,14376.0,70341.0,179.0,0.0,Personal Auto,SUV,253.511935
Central,F,Bachelor,2279.0,0.0,64.0,0.0,Personal Auto,Four-Door Car,460.8
West,M,Bachelor,5380.0,0.0,73.0,0.0,Corporate Auto,Four-Door Car,350.4
West,F,High School or Below,8708.0,30090.0,73.0,0.0,Corporate Auto,Two-Door Car,329.517492
West,F,Master,18611.0,49673.0,232.0,0.0,Personal Auto,Luxury Vehicle,1021.654003
East,M,College,2215.0,0.0,66.0,0.0,Personal Auto,Two-Door Car,389.944994
West,F,High School or Below,7780.0,0.0,70.0,0.0,Personal Auto,Four-Door Car,504.0
Central,M,High School or Below,2860.0,50332.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
West,M,Bachelor,5577.0,70190.0,71.0,0.0,Corporate Auto,Two-Door Car,15.169017
Central,F,Master,7268.0,38179.0,90.0,1.0,Personal Auto,Four-Door Car,374.716271
East,M,Bachelor,4060.0,0.0,115.0,1.0,Personal Auto,Four-Door Car,699.823461
East,F,Bachelor,7813.0,25859.0,74.0,0.0,Special Auto,Four-Door Car,355.2
East,F,Master,4762.0,36529.0,118.0,0.0,Personal Auto,SUV,255.005116
Central,M,Bachelor,14166.0,67588.0,118.0,0.0,Personal Auto,Sports Car,566.4
Central,M,High School or Below,4354.0,0.0,121.0,0.0,Personal Auto,SUV,871.2
West,F,College,2880.0,81565.0,71.0,0.0,Personal Auto,Four-Door Car,190.642833
Central,M,Bachelor,19185.0,35322.0,244.0,0.0,Personal Auto,Luxury Vehicle,76.826503
West,F,Bachelor,5329.0,43671.0,67.0,0.0,Corporate Auto,Four-Door Car,190.649902
Central,F,Bachelor,4883.0,58682.0,61.0,0.0,Corporate Auto,Four-Door Car,206.810286
North West,M,College,4510.0,44230.0,114.0,0.0,Personal Auto,Sports Car,738.222494
North West,M,Bachelor,15304.0,40269.0,193.0,0.0,Personal Auto,Luxury Vehicle,926.4
Central,F,College,5237.0,31756.0,66.0,0.0,Corporate Auto,Four-Door Car,160.855921
Central,M,Doctor,15119.0,47725.0,63.0,0.0,Personal Auto,Two-Door Car,142.205246
Central,F,Bachelor,5860.0,38684.0,74.0,0.0,Personal Auto,Two-Door Car,376.760016
West,F,High School or Below,32306.0,36301.0,118.0,0.0,Corporate Auto,SUV,647.954067
Central,M,High School or Below,4655.0,0.0,67.0,0.0,Personal Auto,Four-Door Car,482.4
North West,F,College,5326.0,22268.0,67.0,0.0,Personal Auto,Two-Door Car,294.803913
Central,F,College,6513.0,50037.0,81.0,0.0,Special Auto,Four-Door Car,303.384527
East,M,Bachelor,3491.0,0.0,104.0,0.0,Corporate Auto,Four-Door Car,748.8
West,M,Master,7870.0,75740.0,98.0,0.0,Personal Auto,Four-Door Car,46.702524
Central,M,College,4274.0,39621.0,109.0,1.0,Corporate Auto,SUV,25.292113
North West,F,Bachelor,7189.0,75838.0,90.0,0.0,Corporate Auto,Two-Door Car,428.907968
North West,F,Bachelor,11315.0,11885.0,101.0,0.0,Special Auto,Four-Door Car,484.8
West,F,High School or Below,2480.0,29444.0,63.0,0.0,Personal Auto,Two-Door Car,302.4
North West,F,High School or Below,7344.0,64371.0,181.0,0.0,Personal Auto,SUV,868.8
North West,M,High School or Below,6974.0,26514.0,91.0,0.0,Personal Auto,Four-Door Car,655.2
East,F,High School or Below,20096.0,92766.0,71.0,0.0,Personal Auto,Two-Door Car,379.029102
West,F,College,5623.0,31504.0,71.0,0.0,Special Auto,Four-Door Car,340.8
North West,F,High School or Below,2828.0,98680.0,72.0,2.0,Personal Auto,Four-Door Car,345.6
East,F,College,7294.0,0.0,113.0,2.0,Personal Auto,Sports Car,733.737214
West,M,College,5583.0,76927.0,138.0,0.0,Personal Auto,SUV,114.743547
Central,F,Bachelor,25763.0,78804.0,71.0,0.0,Personal Auto,Four-Door Car,389.636991
Central,M,High School or Below,5639.0,73168.0,70.0,0.0,Corporate Auto,Four-Door Car,425.800112
West,F,Master,4576.0,48569.0,114.0,0.0,Personal Auto,Four-Door Car,434.7579
East,M,Bachelor,2875.0,84768.0,72.0,0.0,Personal Auto,Two-Door Car,110.484661
West,F,High School or Below,3031.0,0.0,86.0,0.0,Corporate Auto,Two-Door Car,619.2
Central,F,High School or Below,5979.0,57693.0,76.0,0.0,Corporate Auto,Four-Door Car,547.2
West,M,College,2242.0,0.0,65.0,0.0,Personal Auto,Four-Door Car,85.612463
West,M,High School or Below,16547.0,46593.0,70.0,0.0,Corporate Auto,Two-Door Car,129.151543
Central,M,College,15814.0,0.0,146.0,0.0,Personal Auto,SUV,1055.43784
East,F,Master,4879.0,67163.0,61.0,2.0,Personal Auto,Two-Door Car,33.192803
North West,M,Master,5494.0,89205.0,68.0,0.0,Personal Auto,Two-Door Car,165.523154
North West,M,Doctor,5060.0,0.0,138.0,0.0,Personal Auto,Sports Car,570.777441
West,F,Bachelor,11269.0,65448.0,94.0,0.0,Special Auto,Four-Door Car,451.2
West,M,High School or Below,10552.0,77627.0,88.0,0.0,Corporate Auto,Two-Door Car,205.169178
North West,F,Bachelor,7517.0,37695.0,96.0,0.0,Personal Auto,Two-Door Car,460.8
West,F,College,6298.0,89411.0,78.0,0.0,Personal Auto,Four-Door Car,116.237322
Central,M,College,7821.0,0.0,114.0,0.0,Corporate Auto,SUV,914.31553
North West,F,Master,22806.0,10337.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
East,M,College,4386.0,10621.0,67.0,0.0,Special Auto,Four-Door Car,321.6
West,M,High School or Below,3499.0,16711.0,91.0,1.0,Personal Auto,Four-Door Car,580.622219
North West,F,College,7528.0,0.0,106.0,0.0,Personal Auto,SUV,508.8
West,M,College,2732.0,42968.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
West,F,Master,13736.0,16181.0,181.0,0.0,Personal Auto,SUV,1261.319869
Central,M,High School or Below,7060.0,85412.0,88.0,0.0,Personal Auto,Four-Door Car,134.684555
West,F,High School or Below,3732.0,75774.0,92.0,1.0,Corporate Auto,Four-Door Car,441.6
Central,F,Master,4064.0,26599.0,101.0,0.0,Personal Auto,SUV,254.380731
Central,M,Bachelor,5754.0,34847.0,73.0,0.0,Personal Auto,Four-Door Car,525.6
West,F,High School or Below,8460.0,0.0,115.0,0.0,Personal Auto,SUV,552.0
North West,M,Bachelor,5638.0,85896.0,70.0,0.0,Personal Auto,Four-Door Car,48.629646
North West,F,Doctor,7163.0,0.0,66.0,0.0,Personal Auto,Two-Door Car,316.8
West,F,College,2803.0,43775.0,70.0,0.0,Personal Auto,Four-Door Car,310.744656
Central,F,High School or Below,20940.0,0.0,67.0,0.0,Personal Auto,Four-Door Car,482.4
North West,F,High School or Below,3130.0,42056.0,78.0,0.0,Personal Auto,Four-Door Car,221.951098
North West,F,High School or Below,3741.0,13093.0,100.0,0.0,Personal Auto,SUV,514.507039
West,F,College,3439.0,98278.0,85.0,0.0,Personal Auto,Four-Door Car,367.577872
East,F,College,7284.0,44605.0,91.0,0.0,Personal Auto,Four-Door Car,436.8
Central,M,Bachelor,5278.0,32365.0,67.0,0.0,Personal Auto,Four-Door Car,193.147858
West,M,College,5680.0,82255.0,71.0,0.0,Personal Auto,Four-Door Car,145.004323
North West,M,College,2194.0,0.0,62.0,0.0,Personal Auto,Four-Door Car,623.525433
West,F,High School or Below,6473.0,0.0,88.0,0.0,Personal Auto,Four-Door Car,468.492761
North West,M,High School or Below,18522.0,65903.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
East,F,College,4700.0,11417.0,63.0,0.0,Personal Auto,Two-Door Car,302.4
Central,F,High School or Below,21295.0,0.0,96.0,0.0,Corporate Auto,Two-Door Car,677.616967
West,M,College,6158.0,0.0,67.0,2.0,Personal Auto,Four-Door Car,321.6
North West,M,Doctor,8653.0,69704.0,72.0,0.0,Personal Auto,Two-Door Car,89.921281
North West,M,Doctor,3776.0,20101.0,96.0,0.0,Corporate Auto,Four-Door Car,291.536748
Central,M,Bachelor,4897.0,24383.0,69.0,2.0,Corporate Auto,Four-Door Car,331.2
East,M,Bachelor,14947.0,22139.0,100.0,0.0,Personal Auto,SUV,480.0
Central,M,Bachelor,9011.0,88708.0,112.0,0.0,Personal Auto,Sports Car,499.663591
Central,F,High School or Below,10083.0,11828.0,90.0,0.0,Personal Auto,Four-Door Car,571.479602
East,F,Bachelor,2938.0,0.0,80.0,1.0,Corporate Auto,Two-Door Car,384.0
Central,M,High School or Below,5639.0,73168.0,70.0,0.0,Personal Auto,Four-Door Car,425.800112
Central,M,Bachelor,2606.0,0.0,71.0,0.0,Corporate Auto,Two-Door Car,409.459488
Central,M,Bachelor,52811.0,0.0,182.0,0.0,Corporate Auto,Luxury Vehicle,873.6
Central,M,Master,5226.0,76646.0,65.0,0.0,Personal Auto,Two-Door Car,263.844471
East,M,High School or Below,8382.0,19683.0,117.0,1.0,Corporate Auto,Sports Car,561.6
North West,M,High School or Below,14703.0,0.0,71.0,1.0,Personal Auto,Four-Door Car,819.576016
North West,F,Master,18948.0,0.0,124.0,0.0,Personal Auto,SUV,595.2
Central,M,Bachelor,12265.0,35693.0,103.0,0.0,Personal Auto,Sports Car,494.4
East,F,College,4529.0,0.0,65.0,0.0,Personal Auto,Four-Door Car,438.369382
Central,M,High School or Below,9220.0,0.0,136.0,0.0,Personal Auto,SUV,979.2
West,M,College,4087.0,24123.0,104.0,0.0,Personal Auto,SUV,748.8
Central,M,Bachelor,9247.0,85654.0,116.0,0.0,Personal Auto,Two-Door Car,346.265295
North West,M,Master,13024.0,0.0,125.0,0.0,Personal Auto,SUV,900.0
Central,F,College,25807.0,71210.0,214.0,1.0,Corporate Auto,Luxury Vehicle,1027.2
West,M,College,6104.0,84822.0,76.0,0.0,Corporate Auto,Four-Door Car,219.879452
West,F,Master,2725.0,36650.0,69.0,1.0,Personal Auto,Four-Door Car,56.60333
North West,M,High School or Below,3260.0,0.0,90.0,0.0,Personal Auto,Two-Door Car,432.0
North West,M,High School or Below,23740.0,28025.0,87.0,0.0,Personal Auto,Four-Door Car,611.40108
Central,M,College,7599.0,52113.0,97.0,0.0,Corporate Auto,Four-Door Car,465.6
East,M,Doctor,32467.0,37675.0,104.0,0.0,Corporate Auto,Four-Door Car,731.970027
North West,M,High School or Below,5633.0,37595.0,70.0,0.0,Personal Auto,Four-Door Car,501.994635
North West,M,High School or Below,5640.0,41396.0,70.0,0.0,Special Auto,Four-Door Car,336.0
North West,M,High School or Below,8370.0,77512.0,104.0,0.0,Corporate Auto,SUV,433.608534
North West,F,High School or Below,5170.0,35334.0,65.0,0.0,Personal Auto,Four-Door Car,468.0
North West,M,College,7521.0,0.0,104.0,0.0,Personal Auto,Four-Door Car,499.2
North West,M,Doctor,12731.0,40870.0,105.0,0.0,Personal Auto,SUV,504.0
West,F,Bachelor,5666.0,53907.0,71.0,0.0,Corporate Auto,Four-Door Car,189.907577
North West,F,Bachelor,4436.0,77609.0,111.0,0.0,Corporate Auto,Sports Car,62.935952
East,F,High School or Below,17966.0,0.0,70.0,0.0,Personal Auto,Four-Door Car,504.0
West,M,Master,2436.0,87462.0,61.0,1.0,Corporate Auto,Four-Door Car,51.294615
North West,M,Bachelor,6650.0,99494.0,83.0,0.0,Personal Auto,Four-Door Car,398.4
West,F,Bachelor,2751.0,42585.0,69.0,0.0,Personal Auto,Two-Door Car,288.295744
West,M,College,4362.0,58842.0,110.0,0.0,Personal Auto,Four-Door Car,528.0
Central,F,Doctor,4014.0,37384.0,99.0,0.0,Personal Auto,Four-Door Car,475.2
East,F,College,8459.0,92717.0,70.0,0.0,Personal Auto,Two-Door Car,224.27582
North West,M,College,2203.0,0.0,72.0,2.0,Personal Auto,Four-Door Car,518.715288
East,F,High School or Below,9388.0,75264.0,78.0,0.0,Personal Auto,Four-Door Car,343.340301
Central,F,Bachelor,6791.0,0.0,101.0,1.0,Corporate Auto,SUV,727.2
North West,F,College,23142.0,0.0,105.0,0.0,Personal Auto,Four-Door Car,564.947278
Central,F,Bachelor,3038.0,31532.0,79.0,0.0,Personal Auto,Four-Door Car,241.077843
West,F,High School or Below,8879.0,52583.0,113.0,0.0,Personal Auto,SUV,528.20086
West,M,High School or Below,21590.0,62477.0,183.0,0.0,Personal Auto,Luxury Vehicle,40.287304
Central,F,College,8457.0,26023.0,72.0,1.0,Personal Auto,Four-Door Car,79.463916
West,M,Bachelor,4770.0,28666.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
West,M,Bachelor,4312.0,21004.0,62.0,0.0,Personal Auto,Two-Door Car,297.6
East,M,Bachelor,6293.0,45430.0,81.0,0.0,Personal Auto,Two-Door Car,388.8
West,M,Bachelor,7098.0,37511.0,185.0,2.0,Personal Auto,Luxury Vehicle,579.467191
North West,F,College,4395.0,28719.0,110.0,0.0,Personal Auto,SUV,792.0
North West,M,Master,5564.0,49833.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
Central,M,College,5321.0,67431.0,136.0,1.0,Personal Auto,SUV,652.8
North West,F,Bachelor,2867.0,23376.0,78.0,0.0,Personal Auto,Four-Door Car,374.4
Central,F,College,9414.0,20455.0,84.0,2.0,Corporate Auto,Two-Door Car,564.922034
East,F,Bachelor,7414.0,62473.0,185.0,0.0,Personal Auto,Luxury Vehicle,1298.853615
West,M,Bachelor,5078.0,35289.0,65.0,0.0,Personal Auto,Four-Door Car,123.945627
Central,F,High School or Below,2773.0,73478.0,68.0,0.0,Personal Auto,Four-Door Car,241.88878
Central,M,Bachelor,8072.0,30584.0,68.0,0.0,Personal Auto,Two-Door Car,51.662597
North West,M,College,12280.0,88340.0,102.0,0.0,Personal Auto,Two-Door Car,489.6
East,F,College,3136.0,49532.0,79.0,1.0,Personal Auto,Four-Door Car,220.186677
Central,M,College,5232.0,0.0,154.0,0.0,Corporate Auto,Sports Car,1140.523821
East,M,Master,14722.0,43982.0,126.0,1.0,Personal Auto,SUV,604.8
West,M,High School or Below,30118.0,68906.0,187.0,0.0,Personal Auto,Sports Car,1053.300143
East,M,College,5970.0,64008.0,85.0,5.0,Personal Auto,Four-Door Car,372.893812
West,F,Bachelor,8026.0,87421.0,99.0,0.0,Corporate Auto,Two-Door Car,475.2
West,M,Bachelor,3567.0,0.0,102.0,0.0,Personal Auto,SUV,660.430456
West,M,College,8491.0,62076.0,71.0,0.0,Personal Auto,Four-Door Car,227.225113
North West,F,Bachelor,2545.0,26746.0,66.0,0.0,Personal Auto,Two-Door Car,165.75305
West,M,College,8870.0,91580.0,73.0,0.0,Personal Auto,Two-Door Car,290.70096
North West,F,High School or Below,46770.0,64403.0,198.0,0.0,Corporate Auto,Luxury Vehicle,111.173021
North West,M,Bachelor,9378.0,51425.0,119.0,0.0,Personal Auto,Four-Door Car,560.154132
North West,F,High School or Below,5645.0,44162.0,71.0,0.0,Personal Auto,Two-Door Car,160.825045
West,F,College,8406.0,67128.0,105.0,0.0,Personal Auto,SUV,339.017729
North West,F,Bachelor,4655.0,30383.0,119.0,0.0,Personal Auto,Two-Door Car,803.686321
Central,F,Bachelor,6520.0,93721.0,80.0,0.0,Personal Auto,Four-Door Car,489.594642
North West,F,Bachelor,2989.0,79867.0,74.0,1.0,Personal Auto,Four-Door Car,78.172321
Central,M,Doctor,32677.0,39393.0,121.0,0.0,Personal Auto,SUV,491.151197
Central,F,Bachelor,21112.0,0.0,81.0,0.0,Personal Auto,Four-Door Car,136.848554
Central,M,College,4270.0,0.0,122.0,0.0,Corporate Auto,SUV,725.870693
West,F,High School or Below,7911.0,43916.0,68.0,2.0,Personal Auto,Four-Door Car,326.4
West,F,Bachelor,3944.0,33282.0,100.0,1.0,Personal Auto,SUV,207.510821
North West,F,Master,23777.0,33032.0,86.0,1.0,Personal Auto,Two-Door Car,87.080119
Central,M,Bachelor,6842.0,25259.0,87.0,0.0,Personal Auto,Four-Door Car,417.6
North West,F,College,2521.0,19637.0,67.0,0.0,Personal Auto,Four-Door Car,333.138214
West,F,College,3808.0,94903.0,94.0,0.0,Corporate Auto,Two-Door Car,451.2
North West,M,College,15512.0,39794.0,133.0,0.0,Corporate Auto,SUV,638.4
North West,M,High School or Below,6751.0,42433.0,85.0,0.0,Personal Auto,Four-Door Car,410.946167
West,F,Bachelor,7405.0,22044.0,65.0,0.0,Corporate Auto,Four-Door Car,10.393016
Central,F,Doctor,7218.0,32312.0,61.0,3.0,Personal Auto,Two-Door Car,276.590788
West,F,College,3362.0,0.0,97.0,0.0,Personal Auto,Four-Door Car,698.4
North West,F,High School or Below,5038.0,72919.0,130.0,5.0,Personal Auto,SUV,936.0
West,M,Bachelor,8681.0,0.0,86.0,2.0,Personal Auto,Two-Door Car,541.217743
Central,F,College,13197.0,0.0,68.0,3.0,Personal Auto,Four-Door Car,326.4
North West,M,Bachelor,4595.0,76357.0,117.0,1.0,Personal Auto,SUV,4.074222
North West,M,Doctor,5073.0,57709.0,125.0,0.0,Personal Auto,SUV,600.0
Central,M,College,4636.0,26802.0,66.0,1.0,Personal Auto,Two-Door Car,316.8
West,F,College,8376.0,26448.0,105.0,0.0,Personal Auto,Sports Car,75.330276
East,F,High School or Below,25997.0,62262.0,72.0,0.0,Corporate Auto,Four-Door Car,193.505325
North West,F,Bachelor,4971.0,98784.0,124.0,1.0,Personal Auto,Sports Car,155.412984
Central,M,College,13270.0,28727.0,113.0,0.0,Corporate Auto,SUV,350.877502
North West,M,High School or Below,5519.0,50406.0,70.0,0.0,Corporate Auto,Four-Door Car,132.208612
Central,M,Master,7942.0,41832.0,66.0,0.0,Personal Auto,Four-Door Car,402.749918
Central,F,Bachelor,5504.0,0.0,73.0,0.0,Corporate Auto,Four-Door Car,350.4
Central,F,High School or Below,5140.0,0.0,138.0,0.0,Corporate Auto,SUV,900.617364
North West,M,Bachelor,6583.0,0.0,97.0,0.0,Personal Auto,Four-Door Car,465.6
West,F,High School or Below,7899.0,40032.0,99.0,0.0,Special Auto,Four-Door Car,475.2
West,M,High School or Below,7659.0,95701.0,98.0,3.0,Personal Auto,Four-Door Car,99.697769
Central,M,Bachelor,7055.0,0.0,108.0,1.0,Special Auto,Two-Door Car,777.6
West,M,High School or Below,7238.0,0.0,66.0,1.0,Personal Auto,Four-Door Car,393.645615
East,F,Doctor,3824.0,62530.0,95.0,0.0,Personal Auto,Four-Door Car,61.693771
West,M,Master,3870.0,0.0,106.0,0.0,Personal Auto,SUV,508.8
East,M,High School or Below,16525.0,24414.0,104.0,0.0,Personal Auto,SUV,499.2
North West,M,Bachelor,2450.0,82695.0,62.0,0.0,Personal Auto,Four-Door Car,217.945243
West,F,College,5666.0,48156.0,143.0,0.0,Personal Auto,SUV,686.4
East,M,Bachelor,7298.0,74069.0,63.0,2.0,Personal Auto,Two-Door Car,275.516438
West,M,Bachelor,8838.0,82664.0,114.0,3.0,Personal Auto,SUV,133.425609
Central,M,High School or Below,5375.0,0.0,80.0,1.0,Personal Auto,Four-Door Car,749.134686
Central,F,College,5598.0,51737.0,71.0,0.0,Personal Auto,Four-Door Car,430.163277
West,F,Bachelor,16953.0,76797.0,71.0,0.0,Personal Auto,Four-Door Car,234.771653
North West,M,Bachelor,14002.0,61225.0,117.0,0.0,Personal Auto,SUV,442.374873
West,M,High School or Below,2807.0,80915.0,70.0,0.0,Corporate Auto,Four-Door Car,187.854818
West,M,High School or Below,10529.0,12688.0,140.0,0.0,Personal Auto,SUV,672.0
Central,M,Bachelor,6057.0,27681.0,83.0,0.0,Personal Auto,Two-Door Car,398.4
North West,F,Bachelor,12904.0,27778.0,109.0,0.0,Personal Auto,Four-Door Car,523.2
North West,M,High School or Below,2471.0,95697.0,61.0,0.0,Personal Auto,Two-Door Car,114.273025
North West,M,Bachelor,5651.0,44634.0,71.0,1.0,Personal Auto,Four-Door Car,396.035334
West,M,College,12885.0,37050.0,110.0,1.0,Personal Auto,Sports Car,528.0
North West,F,College,5551.0,56872.0,69.0,0.0,Personal Auto,Two-Door Car,192.879457
Central,M,High School or Below,5439.0,0.0,82.0,0.0,Personal Auto,Four-Door Car,590.4
Central,F,College,4454.0,0.0,68.0,1.0,Personal Auto,Four-Door Car,326.4
Central,M,College,5195.0,69488.0,68.0,3.0,Personal Auto,Four-Door Car,326.4
North West,M,High School or Below,4551.0,0.0,62.0,0.0,Personal Auto,Two-Door Car,446.4
West,M,Bachelor,16570.0,23589.0,211.0,0.0,Special Auto,Luxury Vehicle,1012.8
West,F,College,8002.0,0.0,107.0,0.0,Personal Auto,SUV,513.6
North West,F,Doctor,2743.0,95782.0,68.0,1.0,Personal Auto,Four-Door Car,247.847239
Central,F,Bachelor,8139.0,24992.0,106.0,0.0,Personal Auto,SUV,508.8
Central,M,Bachelor,10507.0,20043.0,92.0,0.0,Personal Auto,Four-Door Car,516.088544
West,M,College,7218.0,0.0,104.0,0.0,Personal Auto,SUV,748.8
Central,M,High School or Below,4861.0,36305.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
West,M,Bachelor,5786.0,44784.0,73.0,0.0,Personal Auto,Two-Door Car,395.386573
North West,F,College,7707.0,0.0,113.0,0.0,Personal Auto,Four-Door Car,542.4
Central,M,Bachelor,4974.0,75644.0,65.0,3.0,Personal Auto,Two-Door Car,467.803638
West,F,High School or Below,10626.0,27339.0,97.0,2.0,Personal Auto,Two-Door Car,44.730323
North West,F,Master,7996.0,43657.0,66.0,0.0,Personal Auto,Two-Door Car,316.8
East,M,Bachelor,27945.0,0.0,95.0,0.0,Special Auto,Two-Door Car,684.0
North West,M,High School or Below,7498.0,31134.0,96.0,0.0,Personal Auto,Four-Door Car,666.5271
West,M,Master,2637.0,50512.0,67.0,0.0,Personal Auto,Four-Door Car,351.403677
Central,F,College,4882.0,80604.0,61.0,0.0,Corporate Auto,Four-Door Car,255.982609
